title , salary , position , working_life , education , company_name , company_type , financing_info , staff_numbers , recruiter_name , recruiter_job 
前端,12k-20k,北京 海淀区 五道口,5-10年,本科,海云数据,数据服务,B轮,100-499人,曹女士,招聘者
web前端,12k-20k,成都 郫都区 犀浦,经验不限,本科,中软国际,计算机软件,已上市,1000-9999人,李女士,招聘专员
前端开发,8k-12k,西安  ,3-5年,本科,深高速顾问,互联网,不需要融资,1000-9999人,张先生,前端开发工程师
高级前端工程师,15k-30k,杭州 滨江区 长河,1-3年,本科,阿里巴巴集团,互联网,不需要融资,10000人以上,谢先生,工程师
前端开发,6k-8k,杭州 余杭区 闲林,1-3年,本科,圣博,智能硬件,不需要融资,20-99人,大女士,HRBP
前端开发,13k-20k,上海 黄浦区 南京东路,3-5年,本科,博为峰软件,计算机软件,已上市,1000-9999人,陶女士,招聘专员
前端开发,15k-25k,上海 浦东新区 世纪公园,3-5年,本科,京东金融-菁卡联盟,互联网,已上市,10000人以上,刘女士,HR
前端工程师,6k-7k,郑州 金水区 龙子湖,1-3年,大专,聚融优合汽车服务,汽车生产,A轮,500-999人,张先生,招聘经理
前端架构师,20k-35k,杭州 萧山区 北干,3-5年,本科,微医集团,互联网,D轮及以上,1000-9999人,李先生,前端团队主管
web前端工程师,20k-35k,上海 杨浦区 周家嘴路,3-5年,本科,英语流利说,移动互联网,已上市,1000-9999人,卞女士,招聘专家
web前端,7k-14k,西安  ,1-3年,本科,中软国际,计算机软件,已上市,1000-9999人,白女士,人资主管
前端,12k-22k,北京 朝阳区 望京,3-5年,学历不限,鸿业云建,电子商务,不需要融资,20-99人,付先生,HRD
前端开发工程师,15k-20k,武汉 洪山区 光谷,3-5年,本科,北京尚德机构,在线教育,已上市,10000人以上,冯先生,招聘经理
web前端,6k-8k,上海 闵行区 虹桥,1-3年,本科,荷瑞会展,广告/公关/会展,不需要融资,100-499人,陈先生,HRD
web前端,10k-15k,天津 河北区 和平路,3-5年,大专,金泰亚盛,计算机软件,D轮及以上,100-499人,王女士,招聘主管
web前端,3k-5k,北京 海淀区 四季青,应届生,硕士,中科院信工所,信息安全,不需要融资,1000-9999人,周女士,助理研究员
web前端,10k-15k,北京 朝阳区 十里堡,3-5年,本科,宇信科技,计算机软件,已上市,1000-9999人,金女士,北部大区hr
前端,5k-10k,盐城  ,1-3年,本科,金坤节能,数据服务,天使轮,20-99人,王先生,HR
前端开发工程师,15k-25k·16薪,上海 浦东新区 张江,3-5年,本科,喜马拉雅,移动互联网,D轮及以上,1000-9999人,,招聘
前端开发专家,25k-40k,杭州 余杭区 仓前,3-5年,本科,阿里巴巴集团,互联网,不需要融资,10000人以上,吴先生,前端开发专家
web前端,12k-18k,杭州 滨江区 长河,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,付女士,招聘顾问
前端专家,35k-70k,杭州 滨江区 长河,5-10年,本科,华为,计算机软件,不需要融资,10000人以上,章先生,招聘经理
react前端工程师,15k-22k,北京 朝阳区 双井,5-10年,本科,佳龙集团,工程施工,未融资,1000-9999人,付先生,董事
前端,6k-8k,大连  ,1-3年,本科,宇通科技,工程施工,不需要融资,0-20人,宁先生,总经理
前端开发工程师,6k-10k,厦门 思明区 软件园,1-3年,大专,易尔通,互联网,不需要融资,500-999人,胡女士,人事专员
前端架构工程师,15k-25k,北京 朝阳区 望京,5-10年,本科,新奥集团,互联网,已上市,10000人以上,杨女士,人力资源专员
前端WEB工程师,20k-30k,北京 大兴区 旧宫,5-10年,本科,万科链家装饰,工程施工,不需要融资,1000-9999人,马女士,HR
前端工程师,25k-30k·13薪,北京 海淀区 中关村,3-5年,本科,格步科技,移动互联网,D轮及以上,1000-9999人,赵女士,Talent Sourcer
前端专家,20k-40k,上海 浦东新区 张江,3-5年,本科,拍拍贷,互联网,已上市,1000-9999人,王先生,招聘者
前端,3k-4k,西安 雁塔区 高新路,1-3年,本科,陕西中光电信,互联网,未融资,20-99人,田先生,总监
react前端,10k-15k,上海 浦东新区 陆家嘴,1-3年,大专,中软国际,计算机软件,已上市,1000-9999人,樊先生,招聘专员
web前端工程师,8k-15k,成都 成华区 猛追湾,1-3年,本科,嗨学,互联网,D轮及以上,1000-9999人,王女士,HRBP
web前端（中高级）,18k-25k,广州 天河区 员村,3-5年,本科,道一云,互联网,不需要融资,1000-9999人,蒋女士,招聘经理
前端组长,10k-15k,广州 天河区 车陂,3-5年,本科,汉全科技,企业服务,天使轮,100-499人,张先生,经理
前端开发工程师,25k-50k,北京  ,3-5年,本科,小米,互联网,已上市,10000人以上,刘女士,HR
前端开发,10k-15k,苏州 虎丘区 ,3-5年,大专,软通动力,计算机软件,已上市,10000人以上,牛女士,招聘顾问
web前端,10k-15k,北京 朝阳区 十八里店,3-5年,本科,绛门科技,计算机软件,已上市,500-999人,程女士,HR
Web前端,14k-28k,南京  ,3-5年,本科,中软国际,计算机软件,已上市,1000-9999人,刘女士,招聘主管
前端开发专家,20k-40k,上海 浦东新区 世纪公园,3-5年,本科,口碑,O2O,D轮及以上,10000人以上,毛先生,前端技术专家
高级前端开发工程师,30k-60k,北京 海淀区 上地,5-10年,本科,滴滴出行,移动互联网,D轮及以上,1000-9999人,,招聘经理
前端工程师,20k-40k,北京 朝阳区 太阳宫,5-10年,本科,Boss直聘,人力资源服务,D轮及以上,1000-9999人,孙先生,前端开发经理
前端经理,25k-50k,上海 杨浦区 五角场,5-10年,本科,博世猫,社交网络,B轮,100-499人,周先生,CTO
前端工程师助理,5k-10k,深圳 南山区 深圳湾,3-5年,大专,OPPO,互联网,不需要融资,10000人以上,方女士,HR
前端,7k-14k,苏州 吴中区 娄葑,3-5年,大专,正载信息,计算机软件,不需要融资,20-99人,黄女士,hr
前端,8k-13k,南京 雨花台区 铁心桥,3-5年,本科,中软国际,计算机软件,已上市,1000-9999人,刘女士,招聘专员
高级前端,12k-15k,武汉 洪山区 光谷,5-10年,本科,北京探景科技,互联网,B轮,20-99人,严先生,人事经理
web前端,20k-40k,北京 海淀区 马连洼,3-5年,本科,滴滴出行,移动互联网,D轮及以上,1000-9999人,张先生,高级软件开发工程师
前端开发工程师,20k-35k,北京 朝阳区 望京,经验不限,本科,猿辅导,在线教育,D轮及以上,1000-9999人,姚女士,HR
高级前端工程师,15k-30k,上海 浦东新区 张江,3-5年,本科,小佩网络,移动互联网,C轮,100-499人,韦先生,软件总监
高级前端工程师,15k-30k,北京 朝阳区 亮马桥,5-10年,本科,平安科技,互联网,不需要融资,1000-9999人,张女士,HRBP
前端,15k-20k,北京 朝阳区 酒仙桥,5-10年,大专,东华博雅,计算机软件,不需要融资,1000-9999人,董女士,Hr
web前端,12k-17k,深圳 南山区 科技园,3-5年,本科,海际证券,互联网金融,不需要融资,1000-9999人,刘先生,研发总监
WEB前端,15k-30k,深圳 龙岗区 坂田,3-5年,本科,软通动力,计算机软件,已上市,10000人以上,彭先生,hr
web前端,12k-24k,广州 白云区 人和,1-3年,本科,欧派集团,工程施工,已上市,10000人以上,任先生,招聘顾问
前端,12k-24k,西安  ,5-10年,大专,中软国际,计算机软件,已上市,1000-9999人,唐女士,招聘专员
前端开发工程师,13k-26k·16薪,广州 天河区 棠下,3-5年,本科,酷狗音乐,互联网,已上市,1000-9999人,王先生,招聘经理
前端开发,13k-20k,上海 静安区 南京西路,3-5年,大专,博彦科技,计算机软件,已上市,1000-9999人,冒先生,招聘专员
前端-课件方向,15k-28k,北京 朝阳区 来广营,3-5年,本科,火花思维,在线教育,C轮,1000-9999人,梁女士,招聘主管
WEB前端,10k-15k,深圳 龙岗区 大芬,3-5年,大专,云书包,移动互联网,天使轮,20-99人,杨女士,ceo
web前端,15k-25k,杭州 西湖区 转塘,5-10年,硕士,数梦工场,数据服务,A轮,500-999人,郑先生,大数据研发
前端,4k-8k,太原  ,1-3年,本科,同城酒库电子商务,O2O,未融资,1000-9999人,白女士,招聘经理
前端工程师,12k-17k,北京 朝阳区 望京,3-5年,本科,altenchina,计算机软件,已上市,10000人以上,刘女士,招聘者
web前端,8k-13k,武汉 江夏区 光谷东,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,张女士,招聘顾问
前端工程师,12k-24k,厦门 思明区 ,3-5年,本科,瑞幸咖啡,互联网,B轮,10000人以上,闫先生,HRBP
初中级前端开发,15k-30k,北京 海淀区 马连洼,1-3年,本科,百度,互联网,已上市,10000人以上,孟先生,前端研发经理
web前端,17k-18k,大连  ,1-3年,本科,纬创软件,计算机软件,已上市,1000-9999人,李女士,招聘专员
web前端,4k-9k,潍坊  ,1-3年,本科,富淳网络科技,移动互联网,未融资,100-499人,孙先生,招聘者
web前端,10k-20k,福州  ,经验不限,本科,网龙网络公司,互联网,已上市,1000-9999人,罗女士,HRBP
前端工程师,8k-15k,北京 海淀区 上地,1-3年,大专,康邦科技,在线教育,已上市,500-999人,王先生,教学研发部经理
web前端,12k-20k,杭州 余杭区 仓前,3-5年,大专,博彦科技,计算机软件,已上市,1000-9999人,王女士,招聘专员
web前端,8k-13k,西安  ,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,季女士,招聘者
前端开发,7k-12k,合肥  ,3-5年,大专,讯飞智元,计算机软件,已上市,1000-9999人,邓女士,人事专员
Web前端,13k-25k,深圳 福田区 梅林,3-5年,本科,货拉拉科技,互联网,D轮及以上,1000-9999人,肖女士,HR
前端开发工程师,20k-40k,成都  ,经验不限,本科,蚂蚁金服,互联网,C轮,10000人以上,邵先生,招聘者
前端工程师,12k-20k,上海 浦东新区 世纪公园,3-5年,本科,厚本金融,互联网金融,B轮,1000-9999人,朱先生,HR
web前端,25k-45k,杭州 余杭区 仓前,3-5年,本科,阿里巴巴集团,互联网,不需要融资,10000人以上,邓先生,高级技术专家
WEB前端,6k-8k,烟台  ,1-3年,大专,烟台落基伟业,电子商务,未融资,100-499人,于女士,招聘者
web前端,9k-14k,厦门 思明区 观音山,3-5年,本科,厦门科拓股份,智能硬件,D轮及以上,1000-9999人,翁先生,事业部总经理
前端工程师,6k-8k,镇江  ,1-3年,大专,江苏茴香豆网络科...,互联网,未融资,20-99人,梁先生,文案
高级前端工程师,15k-30k,上海 徐汇区 漕河泾,5-10年,大专,上海威墨,计算机软件,A轮,100-499人,李女士,HR
前端工程师,10k-15k,北京  ,3-5年,本科,天阳科技,计算机软件,已上市,1000-9999人,刘女士,招聘主管
前端,7k-14k,厦门 思明区 火车站,3-5年,大专,侠侣网,旅游,A轮,100-499人,,HRbp
WEB前端,15k-30k,深圳 龙岗区 坂田,3-5年,本科,软通动力,计算机软件,已上市,10000人以上,彭先生,hr
web前端,12k-24k,广州 白云区 人和,1-3年,本科,欧派集团,工程施工,已上市,10000人以上,任先生,招聘顾问
前端,12k-24k,西安  ,5-10年,大专,中软国际,计算机软件,已上市,1000-9999人,唐女士,招聘专员
前端开发工程师,13k-26k·16薪,广州 天河区 棠下,3-5年,本科,酷狗音乐,互联网,已上市,1000-9999人,王先生,招聘经理
前端开发,13k-20k,上海 静安区 南京西路,3-5年,大专,博彦科技,计算机软件,已上市,1000-9999人,冒先生,招聘专员
前端-课件方向,15k-28k,北京 朝阳区 来广营,3-5年,本科,火花思维,在线教育,C轮,1000-9999人,梁女士,招聘主管
WEB前端,10k-15k,深圳 龙岗区 大芬,3-5年,大专,云书包,移动互联网,天使轮,20-99人,杨女士,ceo
web前端,15k-25k,杭州 西湖区 转塘,5-10年,硕士,数梦工场,数据服务,A轮,500-999人,郑先生,大数据研发
前端,4k-8k,太原  ,1-3年,本科,同城酒库电子商务,O2O,未融资,1000-9999人,白女士,招聘经理
前端工程师,12k-17k,北京 朝阳区 望京,3-5年,本科,altenchina,计算机软件,已上市,10000人以上,刘女士,招聘者
web前端,8k-13k,武汉 江夏区 光谷东,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,张女士,招聘顾问
前端工程师,12k-24k,厦门 思明区 ,3-5年,本科,瑞幸咖啡,互联网,B轮,10000人以上,闫先生,HRBP
初中级前端开发,15k-30k,北京 海淀区 马连洼,1-3年,本科,百度,互联网,已上市,10000人以上,孟先生,前端研发经理
web前端,17k-18k,大连  ,1-3年,本科,纬创软件,计算机软件,已上市,1000-9999人,李女士,招聘专员
web前端,4k-9k,潍坊  ,1-3年,本科,富淳网络科技,移动互联网,未融资,100-499人,孙先生,招聘者
web前端,10k-20k,福州  ,经验不限,本科,网龙网络公司,互联网,已上市,1000-9999人,罗女士,HRBP
前端工程师,8k-15k,北京 海淀区 上地,1-3年,大专,康邦科技,在线教育,已上市,500-999人,王先生,教学研发部经理
web前端,12k-20k,杭州 余杭区 仓前,3-5年,大专,博彦科技,计算机软件,已上市,1000-9999人,王女士,招聘专员
web前端,8k-13k,西安  ,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,季女士,招聘者
前端开发,7k-12k,合肥  ,3-5年,大专,讯飞智元,计算机软件,已上市,1000-9999人,邓女士,人事专员
Web前端,13k-25k,深圳 福田区 梅林,3-5年,本科,货拉拉科技,互联网,D轮及以上,1000-9999人,肖女士,HR
前端开发工程师,20k-40k,成都  ,经验不限,本科,蚂蚁金服,互联网,C轮,10000人以上,邵先生,招聘者
前端工程师,12k-20k,上海 浦东新区 世纪公园,3-5年,本科,厚本金融,互联网金融,B轮,1000-9999人,朱先生,HR
web前端,25k-45k,杭州 余杭区 仓前,3-5年,本科,阿里巴巴集团,互联网,不需要融资,10000人以上,邓先生,高级技术专家
WEB前端,6k-8k,烟台  ,1-3年,大专,烟台落基伟业,电子商务,未融资,100-499人,于女士,招聘者
web前端,9k-14k,厦门 思明区 观音山,3-5年,本科,厦门科拓股份,智能硬件,D轮及以上,1000-9999人,翁先生,事业部总经理
前端工程师,6k-8k,镇江  ,1-3年,大专,江苏茴香豆网络科...,互联网,未融资,20-99人,梁先生,文案
高级前端工程师,15k-30k,上海 徐汇区 漕河泾,5-10年,大专,上海威墨,计算机软件,A轮,100-499人,李女士,HR
前端工程师,10k-15k,北京  ,3-5年,本科,天阳科技,计算机软件,已上市,1000-9999人,刘女士,招聘主管
前端,7k-14k,厦门 思明区 火车站,3-5年,大专,侠侣网,旅游,A轮,100-499人,,HRbp
