title , salary , position , working_life , education , company_name , company_type , financing_info , staff_numbers , recruiter_name , recruiter_job 
嵌入式C\C++语言开发工程师,8k-16k,大连  ,3-5年,本科,四维智联,互联网,A轮,1000-9999人,丁女士,招聘者
嵌入式,4k-6k,福州  ,1-3年,本科,星谷,电子/半导体/集成电路,暂无信息,20-99人,王女士,人事
嵌入式,6k-11k,石家庄  ,经验不限,本科,河北华清,环保,未融资,100-499人,高女士,人事
嵌入式,14k-20k,北京 大兴区 旧宫,3-5年,本科,三众能源,互联网,A轮,20-99人,赵女士,HR
嵌入式软件工程师,15k-25k,北京 昌平区 回龙观,3-5年,本科,三一智矿科技,机械设备/机电/重工,不需要融资,10000人以上,孔女士,人力资源助理
嵌入式,8k-11k,北京 海淀区 五道口,经验不限,本科,邦曼,电子/半导体/集成电路,未融资,0-20人,代先生,部门经理
嵌入式测试工程师,10k-20k,杭州 西湖区 古荡,3-5年,大专,涂鸦智能,智能硬件,C轮,1000-9999人,赵女士,软件测试工程师
嵌入式工程师,13k-25k,常州  ,1年以内,本科,万帮新能源,互联网,A轮,1000-9999人,李先生,招聘者
嵌入式工程师,8k-16k,西安  ,3-5年,本科,鸿泉物联网,智能硬件,不需要融资,100-499人,金先生,人力资源总监
嵌入式软件工程师,15k-25k,南京 鼓楼区 中央门,3-5年,本科,南瑞,企业服务,不需要融资,500-999人,徐先生,产品经理
linux嵌入式软件工程师,8k-13k,上海 浦东新区 金桥,5-10年,本科,上海安翰医疗,医疗健康,B轮,500-999人,王女士,HR
嵌入式软件工程师,10k-20k,广州 番禺区 钟村,3-5年,大专,力祺声,电子商务,天使轮,20-99人,郑先生,总经理
嵌入式硬件工程师,12k-24k·14薪,温州  ,1-3年,本科,浙江力邦合信,汽车零部件,未融资,1000-9999人,伍先生,招聘经理
嵌入式软件工程师,8k-13k,威海  ,3-5年,本科,天罡仪表,仪器仪表/工业自动化,已上市,100-499人,刘女士,人事经理
嵌入式,12k-18k,北京 昌平区 沙河,1-3年,本科,匠耘科技,智能硬件,暂无信息,0-20人,刘先生,招聘者
嵌入式软件,6k-8k,常州  ,1-3年,本科,华策光通信,智能硬件,不需要融资,0-20人,胡先生,项目经理
嵌入式,15k-25k,南京 鼓楼区 中央门,3-5年,本科,南瑞,企业服务,不需要融资,500-999人,徐先生,产品经理
嵌入式软件,12k-18k,青岛  ,3-5年,本科,海信网络科技有限公司,计算机软件,未融资,1000-9999人,万先生,研发经理
