title , salary , position , working_life , education , company_name , company_type , financing_info , staff_numbers , recruiter_name , recruiter_job 
嵌入式软件工程师,11k-22k,杭州  ,3-5年,本科,浙江大华,互联网,已上市,10000人以上,李先生,技术主管
嵌入式C开发工程师,15k-25k,杭州  ,3-5年,本科,浙江大华,互联网,已上市,10000人以上,孙先生,软件研发经理
vxworks嵌入式软件开发,12k-24k,南京 秦淮区 苜蓿园,1-3年,硕士,中国电科28所,计算机软件,不需要融资,1000-9999人,杨先生,支部书记
嵌入式软件工程师,8k-16k,南京 雨花台区 铁心桥,3-5年,本科,上海中兴易联,通信/网络设备,已上市,500-999人,游先生,项目经理
嵌入式,8k-12k,成都 郫都区 犀浦,1-3年,本科,晨电智能,智能硬件,A轮,20-99人,周先生,总经理
嵌入式开发,15k-25k,南京 鼓楼区 三牌楼,5-10年,本科,荣飞科技,互联网,已上市,100-499人,吴女士,人力资源部经理
嵌入式硬件工程师,4k-8k,唐山  ,1-3年,本科,海森电子,计算机服务,已上市,100-499人,李女士,人力主管
嵌入式硬件工程师,8k-16k,上海 浦东新区 张江,1-3年,学历不限,上海东古航空,智能硬件,A轮,20-99人,何先生,招聘者
嵌入式,10k-20k,北京 海淀区 中关村,1-3年,本科,元拓科技,计算机软件,不需要融资,100-499人,朱女士,人事总监
嵌入式工程师（GNSS）,16k-25k,上海 长宁区 新华路,应届生,博士,深兰科技,智能硬件,B轮,1000-9999人,,定位技术服务平台总监
嵌入式工程师,9k-18k,北京 海淀区 万柳,3-5年,本科,北京易咖,电子商务,A轮,100-499人,陈先生,技术总监
嵌入式软件工程师,15k-20k,上海 浦东新区 塘桥,1-3年,本科,上海泛创,计算机软件,暂无信息,0-20人,刘先生,HR
嵌入式,6k-12k,无锡  ,1-3年,大专,淘金科技,计算机软件,未融资,20-99人,邹先生,总裁
嵌入式软件工程师,12k-24k,佛山  ,3-5年,本科,博智林机器人,计算机软件,不需要融资,1000-9999人,全先生,运维主管
嵌入式,6k-8k,上海 杨浦区 五角场,1-3年,本科,同安智能,工程施工,不需要融资,20-99人,吴女士,人事
嵌入式软件工程师（应用）,7k-12k,福州  ,1-3年,本科,福建星网锐捷通讯...,通信/网络设备,已上市,1000-9999人,钟女士,招聘专员
嵌入式软件工程师,8k-13k,厦门 湖里区 塘边,经验不限,本科,盈趣科技,智能硬件,已上市,1000-9999人,陈先生,HRBP经理
嵌入式,8k-12k,郑州 金水区 经八路,3-5年,本科,洋创科技,在线教育,不需要融资,100-499人,刘先生,ceo
嵌入式,6k-12k,成都 武侯区 神仙树,3-5年,本科,成都江腾,电子/半导体/集成电路,未融资,0-20人,李先生,经理
嵌入式,10k-15k,深圳 南山区 西丽,3-5年,学历不限,乐创联,智能硬件,未融资,0-20人,刘先生,经理
嵌入式软件工程师,8k-15k,佛山  ,1-3年,本科,云米科技,智能硬件,已上市,500-999人,陈女士,智能互联平台专家助理
嵌入式软件工程师,8k-10k,济南 历下区 齐鲁软件园,经验不限,大专,有人物联网,智能硬件,A轮,100-499人,陈女士,HR
嵌入式工程师,15k-18k,成都 武侯区 肖家河,3-5年,本科,国翼电子,计算机服务,暂无信息,100-499人,陈先生,人事专员
嵌入式软件工程师,15k-25k,深圳  ,1-3年,本科,深圳成谷,通信/网络设备,未融资,100-499人,蔡女士,招聘经理
C/C++嵌入式（单片机）,8k-10k,厦门 集美区 侨英,1-3年,本科,立林科技,智能硬件,不需要融资,1000-9999人,陈先生,HR
嵌入式,7k-14k,武汉  ,1年以内,本科,德普施科技,仪器仪表/工业自动化,未融资,0-20人,李女士,人事主管
嵌入式工程师,13k-23k,北京 海淀区 西三旗,经验不限,学历不限,铁力山,智能硬件,不需要融资,500-999人,娄女士,人力专员
嵌入式硬件,8k-16k,北京 海淀区 四季青,1-3年,本科,九天微星,智能硬件,B轮,100-499人,傅女士,招聘经理
嵌入式,6k-10k,杭州 西湖区 西溪,1-3年,本科,易卡汇,电子商务,不需要融资,20-99人,邵女士,招聘者
嵌入式,12k-24k,东莞  ,3-5年,本科,软通动力,计算机软件,已上市,10000人以上,林女士,招聘顾问
嵌入式工程师,6k-10k,天津 西青区 王顶堤,3-5年,本科,天津同阳科技,环保,不需要融资,100-499人,白女士,招聘者
嵌入式,8k-15k,成都 双流区 华阳,经验不限,本科,金瑞麒科技,智能硬件,天使轮,20-99人,罗女士,人力总监
嵌入式/Linux C开发工程师,9k-18k,武汉 江夏区 光谷东,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,王女士,招聘HR
嵌入式软硬件工程师,7k-10k,武汉 洪山区 光谷,3-5年,本科,日创科技,计算机软件,A轮,20-99人,莫女士,人事
嵌入式硬件工程师,4k-9k,济南  ,1-3年,大专,斯玛菲尔,仪器仪表/工业自动化,不需要融资,20-99人,张女士,行政
嵌入式,7k-12k,苏州 姑苏区 友新,1-3年,大专,宝利亚设备,机械设备/机电/重工,不需要融资,20-99人,阮先生,经理
嵌入式开发工程师,15k-30k,常州  ,5-10年,本科,深兰科技,智能硬件,B轮,1000-9999人,陈女士,HRBP
嵌入式开发工程师,8k-13k,杭州 余杭区 仓前,1-3年,大专,博为峰软件,计算机软件,已上市,1000-9999人,何女士,招聘者
嵌入式开发工程师,11k-22k,杭州  ,3-5年,本科,浙江大华,互联网,已上市,10000人以上,方先生,嵌入式软件工程师
嵌入式预研工程师,8k-15k,深圳 南山区 西丽,3-5年,本科,富视康实业,智能硬件,不需要融资,100-499人,李女士,HR
嵌入式软件工程师,11k-17k,成都  ,3-5年,本科,油管家,企业服务,A轮,100-499人,王女士,HR
嵌入式,20k-35k,北京 海淀区 清河,5-10年,本科,石头世纪,智能硬件,B轮,100-499人,袁先生,招聘者
嵌入式软件工程师,8k-12k,长沙 岳麓区 麓谷,3-5年,本科,三诺生物,医疗健康,已上市,1000-9999人,唐先生,招聘专员
嵌入式,10k-20k,苏州  ,1-3年,本科,APE,智能硬件,不需要融资,100-499人,张先生,招聘者
嵌入式软件工程师,10k-15k,天津 东丽区 军粮城,3-5年,本科,富士康,互联网,已上市,10000人以上,李先生,招聘经理
嵌入式开发工程师,6k-11k,长沙  ,1-3年,大专,蓝思科技,其他行业,已上市,10000人以上,姚先生,HR
高级嵌入式工程师,15k-30k,北京 朝阳区 朝外,5-10年,本科,梦想加,互联网,C轮,500-999人,韩女士,招聘顾问
嵌入式,8k-10k,青岛  ,3-5年,大专,车友达人,计算机软件,未融资,20-99人,刘先生,招聘者技术总监
junior嵌入式软件工程师,9k-12k,上海 闵行区 浦江,1-3年,本科,Inventec,智能硬件,不需要融资,1000-9999人,向先生,嵌入式系统部门经理
嵌入式软件工程师,15k-30k,武汉 江夏区 光谷东,3-5年,本科,华为技术有限公司,计算机软件,不需要融资,10000人以上,覃先生,Bios研发工程师
嵌入式软件工程师,10k-20k,上海 闵行区 七宝,1-3年,本科,乐韵瑞(Linkplay),计算机软件,C轮,100-499人,杨女士,人事经理
嵌入式软件工程师,15k-30k,杭州 西湖区 转塘,1-3年,本科,杭州博雅鸿图,电子/半导体/集成电路,天使轮,20-99人,陈先生,招聘者
嵌入式工程师,10k-15k,深圳 宝安区 新安,经验不限,硕士,配天机器人,仪器仪表/工业自动化,未融资,100-499人,何女士,HR
嵌入式工程师,4k-8k,兰州 七里河区 ,1年以内,本科,海红技术,通信/网络设备,已上市,100-499人,徐女士,人资主管
嵌入式工程师,7k-12k·13薪,深圳 宝安区 沙井,1-3年,本科,赛诺杰科技,智能硬件,未融资,100-499人,谭女士,招聘者
嵌入式,5k-10k,深圳 宝安区 沙井,1-3年,本科,永昌达,智能硬件,不需要融资,100-499人,欧先生,总经理
嵌入式软件工程师,7k-12k,深圳 福田区 园岭,1-3年,本科,九象数字,工程施工,未融资,100-499人,龚女士,招聘专员
嵌入式,8k-16k,北京 海淀区 四季青,1-3年,本科,九天微星,智能硬件,B轮,100-499人,傅女士,招聘经理
嵌入式工程师,10k-15k,杭州 余杭区 塘栖,3-5年,本科,思创医惠,企业服务,已上市,1000-9999人,刘先生,HRBP
嵌入式工程师,10k-18k,成都 武侯区 石羊,1-3年,本科,成都天锐星通科技...,电子/半导体/集成电路,未融资,20-99人,樊女士,行政人事专员
嵌入式工程师,11k-20k,苏州  ,3-5年,本科,中科安源,信息安全,不需要融资,0-20人,张女士,人事经理
嵌入式测试,6k-12k,天津 西青区 华苑,1-3年,本科,天地伟业,计算机软件,不需要融资,1000-9999人,李先生,部门经理
C/C++/嵌入式C,8k-16k,西安  ,经验不限,本科,中软国际,计算机软件,已上市,1000-9999人,吴女士,HR
嵌入式软件工程师,8k-15k,上海 浦东新区 航头,3-5年,大专,贝思特,智能硬件,不需要融资,1000-9999人,张女士,招聘主管
嵌入式驱动工程师,10k-15k,西安 雁塔区 ,经验不限,本科,润和软件,移动互联网,已上市,1000-9999人,张女士,HR主管/经理
嵌入式软件工程师,10k-15k,成都 金牛区 沙湾,3-5年,本科,致远电子,智能硬件,未融资,1000-9999人,陈女士,招聘专员
嵌入式linux应用/驱动讲师,8k-10k,武汉 洪山区 光谷,1-3年,本科,华清远见,计算机软件,不需要融资,500-999人,丁女士,人事部老师
嵌入式软件工程师,10k-20k,杭州 江干区 下沙,3-5年,本科,九阳,其他行业,已上市,1000-9999人,张女士,人力主管
嵌入式linux系统软件工程师（驱动）,10k-20k,杭州  ,经验不限,本科,浙江大华,互联网,已上市,10000人以上,曹先生,软件工程师
ARM嵌入式软件工程师,15k-30k,深圳 南山区 科技园,1-3年,本科,江行智能,企业服务,B轮,20-99人,章女士,HR
嵌入式,6k-10k,深圳 南山区 科技园,1年以内,本科,高深智能,智能硬件,未融资,0-20人,兰先生,CEO
嵌入式工程师,10k-15k,杭州 萧山区 萧山开发区,经验不限,大专,华冲科技,电子/半导体/集成电路,不需要融资,20-99人,唐先生,招聘者
嵌入式软件工程师,11k-22k,杭州  ,3-5年,本科,浙江大华,互联网,已上市,10000人以上,方先生,嵌入式软件工程师
嵌入式系统软件工程师,6k-10k,沈阳  ,1-3年,本科,东软睿驰,汽车生产,已上市,10000人以上,,HR
嵌入式软件工程师,7k-12k,南京 雨花台区 铁心桥,1-3年,本科,亚太嘉园,广告/公关/会展,未融资,100-499人,张女士,人事主管
嵌入式硬件开发,20k-30k,北京 大兴区 亦庄,5-10年,本科,BOE,计算机软件,已上市,10000人以上,,招聘经理
嵌入式驱动工程师,9k-17k,西安 雁塔区 ,1-3年,本科,润和软件,移动互联网,已上市,1000-9999人,李女士,人事专员
嵌入式软件工程师,15k-25k,深圳 福田区 梅林,3-5年,大专,朗仁科技,互联网,不需要融资,500-999人,罗女士,招聘经理
嵌入式软件工程师,11k-22k,深圳 南山区 科技园,3-5年,本科,新益昌,机械设备/机电/重工,不需要融资,500-999人,万女士,研发人事主管
嵌入式（硬件）,10k-15k,北京 朝阳区 双桥,3-5年,本科,天创科技,移动互联网,未融资,20-99人,王女士,人事经理
嵌入式C,15k-30k,深圳 龙岗区 坂田,经验不限,本科,软通动力,计算机软件,已上市,10000人以上,邹先生,招聘经理
嵌入式开发（软件）,15k-20k,北京 朝阳区 高碑店,3-5年,本科,捷德中国,计算机软件,不需要融资,1000-9999人,何女士,Recruiter
嵌入式,5k-10k,佛山  ,1-3年,大专,佛山登拓医疗,医疗设备/器械,未融资,100-499人,江先生,电子研发工程师
嵌入式开发工程师,18k-24k,深圳  ,3-5年,本科,云丁科技,智能硬件,D轮及以上,500-999人,万先生,嵌入式主管
嵌入式C开发,8k-16k,东莞  ,经验不限,本科,软通动力,计算机软件,已上市,10000人以上,辛先生,人事专员
SH嵌入式硬件工程师,10k-15k,上海 闵行区 七宝,3-5年,本科,宁波凯耀电器,贸易/进出口,不需要融资,1000-9999人,孙女士,招聘者
嵌入式软件工程师,6k-11k,无锡  ,1-3年,本科,图正,信息安全,B轮,100-499人,孙女士,招聘经理
嵌入式软件工程师,6k-12k,南京 江宁区 ,3-5年,大专,拓恒,智能硬件,B轮,100-499人,朱女士,人事行政部
嵌入式软件工程师,20k-40k,深圳  ,3-5年,本科,Makeblock童心制物,智能硬件,C轮,500-999人,王先生,招聘者
嵌入式软件开发工程师,20k-40k,佛山  ,5-10年,本科,碧桂园房地产有限公司,房地产开发,已上市,10000人以上,谢女士,HR
嵌入式软件工程师,15k-30k,杭州 西湖区 转塘,1-3年,本科,杭州博雅鸿图,电子/半导体/集成电路,天使轮,20-99人,郑女士,人力资源经理
嵌入式工程师,5k-10k,哈尔滨  ,1-3年,本科,高森智能,智能硬件,天使轮,20-99人,金先生,招聘者
嵌入式,7k-14k,成都 双流区 华阳,1-3年,本科,北航西部创新港,计算机软件,不需要融资,20-99人,张先生,人事经理
嵌入式研发工程师,5k-10k,深圳 罗湖区 莲塘,1-3年,大专,禾芯,其他行业,未融资,20-99人,袁女士,总经理
嵌入式,8k-13k,大连  ,1-3年,学历不限,贝威科技,企业服务,未融资,20-99人,孙先生,招聘者
嵌入式软件工程师,15k-25k,深圳 龙岗区 万科,经验不限,本科,鹰腾,智能硬件,天使轮,0-20人,张先生,总经理
